symbol,name,sector,weight
HST,HOST HOTELS + RESORTS INC,Unknown,0.00022477712504312023
BG,BUNGE GLOBAL SA,Unknown,0.0002241465720607658
ALB,ALBEMARLE CORP,Unknown,0.0002229555275385407
AIZ,ASSURANT INC,Unknown,0.00022175447423881787
EG,EVEREST GROUP LTD,Unknown,0.000221234017808938
DOC,HEALTHPEAK PROPERTIES INC,Unknown,0.0002204433243866205
GL,GLOBE LIFE INC,Unknown,0.00021802120023217954
ALLE,ALLEGION PLC,Unknown,0.00021632971683506995
COO,COOPER COS INC/THE,Unknown,0.00021587932184767393
IVZ,INVESCO LTD,Unknown,0.0002125063638309524
BAX,BAXTER INTERNATIONAL INC,Unknown,0.00021153551241367649
DECK,DECKERS OUTDOOR CORP,Unknown,0.0002089432390417748
LII,LENNOX INTERNATIONAL INC,Unknown,0.00020816255439695498
LVS,LAS VEGAS SANDS CORP,Unknown,0.00020753200141460052
TRMB,TRIMBLE INC,Unknown,0.00020601066723495163
MKC,MCCORMICK + CO NON VTG SHRS,Unknown,0.00020104631359609747
AVY,AVERY DENNISON CORP,Unknown,0.00020083612926864594
CHTR,CHARTER COMMUNICATIONS INC A,Unknown,0.00019869425088414033
LULU,LULULEMON ATHLETICA INC,Unknown,0.00019717291670449144
APA,APA CORP,Unknown,0.00019490092421251584
TYL,TYLER TECHNOLOGIES INC,Unknown,0.00019487089788002278
CLX,CLOROX COMPANY,Unknown,0.00019378994991027225
CRL,CHARLES RIVER LABORATORIES,Unknown,0.0001930392915979455
RVTY,REVVITY INC,Unknown,0.00019239872983809335
REG,REGENCY CENTERS CORP,Unknown,0.00019143788719831512
SJM,JM SMUCKER CO/THE,Unknown,0.00019126773798085436
HII,HUNTINGTON INGALLS INDUSTRIE,Unknown,0.0001904670357810392
IT,GARTNER INC,Unknown,0.00018680382321688467
FOXA,FOX CORP   CLASS A,Unknown,0.00018604315612706025
GNRC,GENERAC HOLDINGS INC,Unknown,0.0001858930244645949
HAS,HASBRO INC,Unknown,0.0001846018921673929
PNW,PINNACLE WEST CAPITAL,Unknown,0.00018453183072490907
SOLV,SOLVENTUM CORP,Unknown,0.0001843016288424622
CSGP,COSTAR GROUP INC,Unknown,0.000182339908452915
GDDY,GODADDY INC   CLASS A,Unknown,0.00018058837239081924
TKO,TKO GROUP HOLDINGS INC,Unknown,0.00017795606390892682
ECHO,ECHOSTAR CORP A,Unknown,0.0001774556250340423
PNR,PENTAIR PLC,Unknown,0.0001705195422281432
TECH,BIO TECHNE CORP,Unknown,0.00017020927012571482
UDR,UDR INC,Unknown,0.00017020927012571482
JKHY,JACK HENRY + ASSOCIATES INC,Unknown,0.00016828758484615833
ALGN,ALIGN TECHNOLOGY INC,Unknown,0.00016814746196119066
CPT,CAMDEN PROPERTY TRUST,Unknown,0.00016799733029872533
DPZ,DOMINO S PIZZA INC,Unknown,0.00016562525003177282
NWSA,NEWS CORP   CLASS A,Unknown,0.00016340330142728565
ROL,ROLLINS INC,Unknown,0.00016328319609731337
AES,AES CORP,Unknown,0.00015823877223847767
BEN,FRANKLIN RESOURCES INC,Unknown,0.00015734799104118324
BXP,BXP INC,Unknown,0.00015349461170457263
SWKS,SKYWORKS SOLUTIONS INC,Unknown,0.0001517330668649792
FDS,FACTSET RESEARCH SYSTEMS INC,Unknown,0.00015097239977515477
APTV,APTIV PLC,Unknown,0.0001480798630783224
PODD,INSULET CORP,Unknown,0.00014562771259138836
FRT,FEDERAL REALTY INVS TRUST,Unknown,0.00014038311318259885
UHS,UNIVERSAL HEALTH SERVICES B,Unknown,0.0001365397426234859
NCLH,NORWEGIAN CRUISE LINE HOLDIN,Unknown,0.0001351685401063024
HSIC,HENRY SCHEIN INC,Unknown,0.00012894308050273926
WYNN,WYNN RESORTS LTD,Unknown,0.00012843263285035705
MGM,MGM RESORTS INTERNATIONAL,Unknown,0.00012796222030796563
BLDR,BUILDERS FIRSTSOURCE INC,Unknown,0.00011770322337283348
FOX,FOX CORP   CLASS B,Unknown,0.00011692253872801366
ARE,ALEXANDRIA REAL ESTATE EQUIT,Unknown,0.00011435028291110734
TTD,TRADE DESK INC/THE  CLASS A,Unknown,0.00011387987036871591
MOS,MOSAIC CO/THE,Unknown,0.00011336942271633374
HRL,HORMEL FOODS CORP,Unknown,0.00011045686846450597
AOS,SMITH (A.O.) CORP,Unknown,0.00010641332235543926
TAP,MOLSON COORS BEVERAGE CO   B,Unknown,0.00010270006590379627
ERIE,ERIE INDEMNITY COMPANY CL A,Unknown,9.735537872002986e-05
DVA,DAVITA INC,Unknown,8.75868118822845e-05
BF/B,BROWN FORMAN CORP CLASS B,Unknown,7.185301365591595e-05
NWS,NEWS CORP   CLASS B,Unknown,6.23646925881059e-05
PSKY,PARAMOUNT SKYDANCE CL B,Unknown,4.297769057508052e-05
2602335D,CONTRA HOLOGIC INCORPO,Unknown,3.0026332493069764e-08
